id,URL,Restaurant,Longitude,Latitude,Rating,Category,PriceLevel,City
ChIJ1Wl3jXX2aS4RpEv0m9j2cjo,https://maps.google.com/?cid=4211700011734682532,Angke Restaurant - Ketapang,106.8167709,-6.1599069,4.5,chinese_restaurant,EXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJDcZ_3dv1aS4RXw5RNzXttYA,https://maps.google.com/?cid=9274579820456513119,Pondok Laguna,106.82534,-6.16308,4.5,seafood_restaurant,MODERATE,Jakarta Pusat
ChIJJz2UecP1aS4RTeIAJ4rH0v0,https://maps.google.com/?cid=18289900432878789197,Rumah Makan Medan Baru,106.8315747,-6.1588769,4.5,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJva6dm8T1aS4RF-eB4FeF5kI,https://maps.google.com/?cid=4820687063621953303,Joni Steak,106.8309493,-6.1615562,4.5,steak_house,MODERATE,Jakarta Pusat
ChIJ8-fmWAf2aS4RDm4rDqw12yM,https://maps.google.com/?cid=2583717824315485710,Bubur Ayam Mangga Besar I,106.81859,-6.1473729,4.5,restaurant,MODERATE,Jakarta Pusat
ChIJK0fYLzP1aS4RpGSFn-LBsMM,https://maps.google.com/?cid=14100983612380112036,Gajah Mada Food Street,106.8177589,-6.1561403,4.5,restaurant,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJaVt7tUD0aS4RQoyPm2Ksa34,https://maps.google.com/?cid=9109564210803608642,"Al Jazeerah Lounge Cikini, Ù…Ø·Ø¹Ù… Ø§Ù„Ø¬Ø²ÙŠØ±Ø© Ù„Ø§ÙˆÙ†Ø¬ Ø¬Ø§ÙƒØ±ØªØ§",106.839909,-6.1932431,4.4,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJLfIIjzr0aS4RvJetO0TjMug,https://maps.google.com/?cid=16731685447833327548,Al Jazeerah Signature Restaurant & Lounge,106.832089,-6.187302,4.5,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJRy0T3Dj0aS4RchfNHY7YKbM,https://maps.google.com/?cid=12910087911731173234,Ampera 2 Tak Restaurant,106.8400393,-6.1954774,4.3,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJ1Tcpujf0aS4RMR4EwCC1YFo,https://maps.google.com/?cid=6512404213442813489,Mie Ayam Bang Bedo,106.8396163,-6.1843111,4.5,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJzfaZN0L0aS4RTaq1KSl5Znc,https://maps.google.com/?cid=8603697355838302797,McDonald's Salemba Raya,106.8502802,-6.1948811,4.5,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJPdsjdUf0aS4RzLPdiSObHtg,https://maps.google.com/?cid=15573055138432922572,McDonald's Raden Saleh Cikini,106.8429489,-6.1916629,4.4,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJVwCjVyr1aS4RMdPPL32CbwM,https://maps.google.com/?cid=247559978713338673,Sate Maranggi Haji Yetty Cabang Cempaka Putih,106.8747042,-6.1674273,4.4,restaurant,MODERATE,Jakarta Pusat
ChIJjTSF6RX0aS4RXteojQE9sJo,https://maps.google.com/?cid=11146476154622891870,Shophaus,106.836932,-6.197572,4.5,restaurant,MODERATE,Jakarta Pusat
ChIJZUiJq9n0aS4R-14clYbTuBo,https://maps.google.com/?cid=1925521415681629947,KFC Cempaka Putih,106.8732077,-6.1766336,4.4,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJVwCjVyr1aS4RMdPPL32CbwM,https://maps.google.com/?cid=247559978713338673,Sate Maranggi Haji Yetty Cabang Cempaka Putih,106.8747042,-6.1674273,4.4,restaurant,MODERATE,Jakarta Pusat
ChIJlcKJHNb1aS4RcGyilY-8RLw,https://maps.google.com/?cid=13566175302423571568,McDonald's Sunter Barat,106.8582061,-6.1456466,4.6,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJZUiJq9n0aS4R-14clYbTuBo,https://maps.google.com/?cid=1925521415681629947,KFC Cempaka Putih,106.8732077,-6.1766336,4.4,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJyyHlfwD1aS4RCrKSZsqUtdg,https://maps.google.com/?cid=15615550880002257418,Waroeng Steak & Shake Cempaka Putih Jakarta,106.8604334,-6.1744169,4.4,steak_house,MODERATE,Jakarta Pusat
ChIJ1ReR3v30aS4RpnmaA7vHWhk,https://maps.google.com/?cid=1826992204885424550,Pagi Sore Restaurant,106.8714738,-6.1764743,4.6,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJAdFYyBj1aS4Rqolw4Xp75WQ,https://maps.google.com/?cid=7270352941158009258,McDonald's Kramat Raya,106.84313,-6.1835319,4.5,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJ9SeKMMT1aS4RdJN220_22PE,https://maps.google.com/?cid=17426949580954964852,Bakmi Gang Kelinci - Pasar baru,106.833705,-6.162701,4.2,restaurant,MODERATE,Jakarta Pusat
ChIJd0S7-kX0aS4RrDwGlRIMAsg,https://maps.google.com/?cid=14412095031488167084,Nasi Kapau Sabana Bana Asli Bukit Tinggi (H. Moh. Nasir T),106.8429006,-6.1799492,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJa1yZ6Mz1aS4RsLQWQIfgKxY,https://maps.google.com/?cid=1597617364333409456,KFC Kemayoran,106.857791,-6.1518371,4.6,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJcXuNWTX0aS4RtfV_6zIRS6Y,https://maps.google.com/?cid=11982690143946405301,Coto Makassar Senen Syamsul Daeng Ngawing,106.8427111,-6.1803631,4.5,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJUe7NPon1aS4RF8eZgmuuDXM,https://maps.google.com/?cid=8290474265834800919,The Acre,106.8282199,-6.1985912,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJfRMs_in0aS4R2b7SZJn_YL0,https://maps.google.com/?cid=13646187905219215065,Nasi Goreng Kambing Kebon Sirih,106.825699,-6.1834608,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJN1Pzxo31aS4R54gjEt4JP8U,https://maps.google.com/?cid=14213089798396283111,Ragusa Es Italia,106.8298953,-6.1697846,4.4,ice_cream_shop,MODERATE,Jakarta Pusat
ChIJ91EGWSP0aS4R2FsHVktCgwk,https://maps.google.com/?cid=685464459623750616,Plataran Menteng,106.8285812,-6.1919015,4.7,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJR2I0yCX0aS4RnsVGtM67WiI,https://maps.google.com/?cid=2475497441655702942,Seribu Rasa Menteng,106.8250395,-6.1955014,4.6,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJM-uT5yH0aS4RJb8FLs-zz4Y,https://maps.google.com/?cid=9714180623673179941,Skye,106.822582,-6.196728,4.6,restaurant,EXPENSIVE,Jakarta Pusat
ChIJ-4jKJHz2aS4RUvMKiBsHve8,https://maps.google.com/?cid=17274971560491021138,McDonald's Cideng,106.8110702,-6.1733804,4.4,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJDcZ_3dv1aS4RXw5RNzXttYA,https://maps.google.com/?cid=9274579820456513119,Pondok Laguna,106.82534,-6.16308,4.5,seafood_restaurant,MODERATE,Jakarta Pusat
ChIJLfIIjzr0aS4RvJetO0TjMug,https://maps.google.com/?cid=16731685447833327548,Al Jazeerah Signature Restaurant & Lounge,106.832089,-6.187302,4.5,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJaVt7tUD0aS4RQoyPm2Ksa34,https://maps.google.com/?cid=9109564210803608642,"Al Jazeerah Lounge Cikini, Ù…Ø·Ø¹Ù… Ø§Ù„Ø¬Ø²ÙŠØ±Ø© Ù„Ø§ÙˆÙ†Ø¬ Ø¬Ø§ÙƒØ±ØªØ§",106.839909,-6.1932431,4.4,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJNSPelzH0aS4R5PjnW880lxk,https://maps.google.com/?cid=1844000637636311268,Penang Bistro - Kebon Sirih,106.827338,-6.1834206,4.5,restaurant,EXPENSIVE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJUe7NPon1aS4RF8eZgmuuDXM,https://maps.google.com/?cid=8290474265834800919,The Acre,106.8282199,-6.1985912,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJN1Pzxo31aS4R54gjEt4JP8U,https://maps.google.com/?cid=14213089798396283111,Ragusa Es Italia,106.8298953,-6.1697846,4.4,ice_cream_shop,MODERATE,Jakarta Pusat
ChIJfRMs_in0aS4R2b7SZJn_YL0,https://maps.google.com/?cid=13646187905219215065,Nasi Goreng Kambing Kebon Sirih,106.825699,-6.1834608,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJ91EGWSP0aS4R2FsHVktCgwk,https://maps.google.com/?cid=685464459623750616,Plataran Menteng,106.8285812,-6.1919015,4.7,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJR2I0yCX0aS4RnsVGtM67WiI,https://maps.google.com/?cid=2475497441655702942,Seribu Rasa Menteng,106.8250395,-6.1955014,4.6,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJLfIIjzr0aS4RvJetO0TjMug,https://maps.google.com/?cid=16731685447833327548,Al Jazeerah Signature Restaurant & Lounge,106.832089,-6.187302,4.5,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJaVt7tUD0aS4RQoyPm2Ksa34,https://maps.google.com/?cid=9109564210803608642,"Al Jazeerah Lounge Cikini, Ù…Ø·Ø¹Ù… Ø§Ù„Ø¬Ø²ÙŠØ±Ø© Ù„Ø§ÙˆÙ†Ø¬ Ø¬Ø§ÙƒØ±ØªØ§",106.839909,-6.1932431,4.4,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJNSPelzH0aS4R5PjnW880lxk,https://maps.google.com/?cid=1844000637636311268,Penang Bistro - Kebon Sirih,106.827338,-6.1834206,4.5,restaurant,EXPENSIVE,Jakarta Pusat
ChIJDcZ_3dv1aS4RXw5RNzXttYA,https://maps.google.com/?cid=9274579820456513119,Pondok Laguna,106.82534,-6.16308,4.5,seafood_restaurant,MODERATE,Jakarta Pusat
ChIJRy0T3Dj0aS4RchfNHY7YKbM,https://maps.google.com/?cid=12910087911731173234,Ampera 2 Tak Restaurant,106.8400393,-6.1954774,4.3,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJN1Pzxo31aS4R54gjEt4JP8U,https://maps.google.com/?cid=14213089798396283111,Ragusa Es Italia,106.8298953,-6.1697846,4.4,ice_cream_shop,MODERATE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJDcZ_3dv1aS4RXw5RNzXttYA,https://maps.google.com/?cid=9274579820456513119,Pondok Laguna,106.82534,-6.16308,4.5,seafood_restaurant,MODERATE,Jakarta Pusat
ChIJLfIIjzr0aS4RvJetO0TjMug,https://maps.google.com/?cid=16731685447833327548,Al Jazeerah Signature Restaurant & Lounge,106.832089,-6.187302,4.5,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJ1Tcpujf0aS4RMR4EwCC1YFo,https://maps.google.com/?cid=6512404213442813489,Mie Ayam Bang Bedo,106.8396163,-6.1843111,4.5,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJNSPelzH0aS4R5PjnW880lxk,https://maps.google.com/?cid=1844000637636311268,Penang Bistro - Kebon Sirih,106.827338,-6.1834206,4.5,restaurant,EXPENSIVE,Jakarta Pusat
ChIJaVt7tUD0aS4RQoyPm2Ksa34,https://maps.google.com/?cid=9109564210803608642,"Al Jazeerah Lounge Cikini, Ù…Ø·Ø¹Ù… Ø§Ù„Ø¬Ø²ÙŠØ±Ø© Ù„Ø§ÙˆÙ†Ø¬ Ø¬Ø§ÙƒØ±ØªØ§",106.839909,-6.1932431,4.4,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJJz2UecP1aS4RTeIAJ4rH0v0,https://maps.google.com/?cid=18289900432878789197,Rumah Makan Medan Baru,106.8315747,-6.1588769,4.5,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJva6dm8T1aS4RF-eB4FeF5kI,https://maps.google.com/?cid=4820687063621953303,Joni Steak,106.8309493,-6.1615562,4.5,steak_house,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJUe7NPon1aS4RF8eZgmuuDXM,https://maps.google.com/?cid=8290474265834800919,The Acre,106.8282199,-6.1985912,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJN1Pzxo31aS4R54gjEt4JP8U,https://maps.google.com/?cid=14213089798396283111,Ragusa Es Italia,106.8298953,-6.1697846,4.4,ice_cream_shop,MODERATE,Jakarta Pusat
ChIJfRMs_in0aS4R2b7SZJn_YL0,https://maps.google.com/?cid=13646187905219215065,Nasi Goreng Kambing Kebon Sirih,106.825699,-6.1834608,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJ2WQWE5H2aS4RqPYBV4OgywE,https://maps.google.com/?cid=129373500271097512,Bakso Mas Kumis,106.8017407,-6.1907364,4.5,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJT2oNzln2aS4RBLjwrOjKdps,https://maps.google.com/?cid=11202364223813367812,Pisang Goreng Madu Bu Nanik,106.7837425,-6.1747345,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJ91EGWSP0aS4R2FsHVktCgwk,https://maps.google.com/?cid=685464459623750616,Plataran Menteng,106.8285812,-6.1919015,4.7,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJadVPFf8dai4RRM83ZusjgqM,https://maps.google.com/?cid=11782019069093859140,CafÃ© Batavia,106.8127579,-6.1344394,4.4,restaurant,EXPENSIVE,Jakarta Pusat
ChIJmzRSGeD1aS4RELtI48vhrb8,https://maps.google.com/?cid=13811943898022984464,McDonald's Hayam Wuruk,106.819556,-6.16079,4.5,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJ1Wl3jXX2aS4RpEv0m9j2cjo,https://maps.google.com/?cid=4211700011734682532,Angke Restaurant - Ketapang,106.8167709,-6.1599069,4.5,chinese_restaurant,EXPENSIVE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJUe7NPon1aS4RF8eZgmuuDXM,https://maps.google.com/?cid=8290474265834800919,The Acre,106.8282199,-6.1985912,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJfRMs_in0aS4R2b7SZJn_YL0,https://maps.google.com/?cid=13646187905219215065,Nasi Goreng Kambing Kebon Sirih,106.825699,-6.1834608,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJ91EGWSP0aS4R2FsHVktCgwk,https://maps.google.com/?cid=685464459623750616,Plataran Menteng,106.8285812,-6.1919015,4.7,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJR2I0yCX0aS4RnsVGtM67WiI,https://maps.google.com/?cid=2475497441655702942,Seribu Rasa Menteng,106.8250395,-6.1955014,4.6,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJM-uT5yH0aS4RJb8FLs-zz4Y,https://maps.google.com/?cid=9714180623673179941,Skye,106.822582,-6.196728,4.6,restaurant,EXPENSIVE,Jakarta Pusat
ChIJa_z7Rgv1aS4RPX-Rg5o3H4s,https://maps.google.com/?cid=10024792432321855293,Stasiun Gambir Pejalan Kaki,106.8309774,-6.1771447,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJp5VZTgT0aS4R26oBEPT4nUw,https://maps.google.com/?cid=5520842445350349531,Warung MJS,106.8267063,-6.2087667,4.5,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJLfIIjzr0aS4RvJetO0TjMug,https://maps.google.com/?cid=16731685447833327548,Al Jazeerah Signature Restaurant & Lounge,106.832089,-6.187302,4.5,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJaVt7tUD0aS4RQoyPm2Ksa34,https://maps.google.com/?cid=9109564210803608642,"Al Jazeerah Lounge Cikini, Ù…Ø·Ø¹Ù… Ø§Ù„Ø¬Ø²ÙŠØ±Ø© Ù„Ø§ÙˆÙ†Ø¬ Ø¬Ø§ÙƒØ±ØªØ§",106.839909,-6.1932431,4.4,middle_eastern_restaurant,MODERATE,Jakarta Pusat
ChIJNSPelzH0aS4R5PjnW880lxk,https://maps.google.com/?cid=1844000637636311268,Penang Bistro - Kebon Sirih,106.827338,-6.1834206,4.5,restaurant,EXPENSIVE,Jakarta Pusat
ChIJeYhllMT1aS4REHk4N38VwC8,https://maps.google.com/?cid=3440773751442536720,GIOI Menteng,106.8238709,-6.1974798,4.6,restaurant,EXPENSIVE,Jakarta Pusat
ChIJRy0T3Dj0aS4RchfNHY7YKbM,https://maps.google.com/?cid=12910087911731173234,Ampera 2 Tak Restaurant,106.8400393,-6.1954774,4.3,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJQYvLj7v1aS4RpABCmHw_fuw,https://maps.google.com/?cid=17041127844379492516,TanSu Kemayoran,106.8493247,-6.1608762,4.6,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJA6Y6ZAT1aS4RxqSvXHarIeo,https://maps.google.com/?cid=16870954203956094150,Jurnal Risa Coffee Atrium,106.8406679,-6.1766973,4.6,restaurant,MODERATE,Jakarta Pusat
ChIJVwCjVyr1aS4RMdPPL32CbwM,https://maps.google.com/?cid=247559978713338673,Sate Maranggi Haji Yetty Cabang Cempaka Putih,106.8747042,-6.1674273,4.4,restaurant,MODERATE,Jakarta Pusat
ChIJlcKJHNb1aS4RcGyilY-8RLw,https://maps.google.com/?cid=13566175302423571568,McDonald's Sunter Barat,106.8582061,-6.1456466,4.6,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJZUiJq9n0aS4R-14clYbTuBo,https://maps.google.com/?cid=1925521415681629947,KFC Cempaka Putih,106.8732077,-6.1766336,4.4,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJyyHlfwD1aS4RCrKSZsqUtdg,https://maps.google.com/?cid=15615550880002257418,Waroeng Steak & Shake Cempaka Putih Jakarta,106.8604334,-6.1744169,4.4,steak_house,MODERATE,Jakarta Pusat
ChIJ1ReR3v30aS4RpnmaA7vHWhk,https://maps.google.com/?cid=1826992204885424550,Pagi Sore Restaurant,106.8714738,-6.1764743,4.6,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJAdFYyBj1aS4Rqolw4Xp75WQ,https://maps.google.com/?cid=7270352941158009258,McDonald's Kramat Raya,106.84313,-6.1835319,4.5,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJ9SeKMMT1aS4RdJN220_22PE,https://maps.google.com/?cid=17426949580954964852,Bakmi Gang Kelinci - Pasar baru,106.833705,-6.162701,4.2,restaurant,MODERATE,Jakarta Pusat
ChIJd0S7-kX0aS4RrDwGlRIMAsg,https://maps.google.com/?cid=14412095031488167084,Nasi Kapau Sabana Bana Asli Bukit Tinggi (H. Moh. Nasir T),106.8429006,-6.1799492,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJa1yZ6Mz1aS4RsLQWQIfgKxY,https://maps.google.com/?cid=1597617364333409456,KFC Kemayoran,106.857791,-6.1518371,4.6,fast_food_restaurant,MODERATE,Jakarta Pusat
ChIJcXuNWTX0aS4RtfV_6zIRS6Y,https://maps.google.com/?cid=11982690143946405301,Coto Makassar Senen Syamsul Daeng Ngawing,106.8427111,-6.1803631,4.5,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJV6tGcvv1aS4RCs61ptC-XzM,https://maps.google.com/?cid=3701887222081244682,Bakso Titoti Wonogiri Cempaka Putih,106.8715989,-6.1677315,4.6,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJE8Ap09bxaS4Rcy6Nszaz2r4,https://maps.google.com/?cid=13752501459651210867,Gultik blok M,106.7933587,-6.2438521,4.5,restaurant,INEXPENSIVE,Jakarta Pusat
ChIJSWgc_Xf1aS4RJEJAAyoONJQ,https://maps.google.com/?cid=10679176190008246820,Talaga Sampireun Menteng,106.8407016,-6.1793363,4.4,indonesian_restaurant,EXPENSIVE,Jakarta Pusat
ChIJUe7NPon1aS4RF8eZgmuuDXM,https://maps.google.com/?cid=8290474265834800919,The Acre,106.8282199,-6.1985912,4.7,restaurant,MODERATE,Jakarta Pusat
ChIJ52EUBA3xaS4RXlqT4gTVIgo,https://maps.google.com/?cid=730380306545334878,RAMEN SEIROCK-YA Honten,106.7918347,-6.2473575,4.6,ramen_restaurant,MODERATE,Jakarta Pusat
ChIJlY3V4-nxaS4RjwpQazuMsD4,https://maps.google.com/?cid=4517264613083974287,Sentosa Senayan,106.807461,-6.2205886,4.5,seafood_restaurant,MODERATE,Jakarta Pusat
ChIJ1ZsHd-nxaS4Rcaxa8APo0DY,https://maps.google.com/?cid=3949911976818945137,HAKA Dimsum Blok M,106.7986114,-6.2439439,4.4,chinese_restaurant,MODERATE,Jakarta Pusat
ChIJfRMs_in0aS4R2b7SZJn_YL0,https://maps.google.com/?cid=13646187905219215065,Nasi Goreng Kambing Kebon Sirih,106.825699,-6.1834608,4.4,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJg0vf78XzaS4RYBFg_ydMTcI,https://maps.google.com/?cid=14000930551236661600,Pagi Sore Saharjo,106.8469594,-6.2246907,4.7,indonesian_restaurant,MODERATE,Jakarta Pusat
ChIJ2SFmLGXxaS4R6FcrUyOT3ec,https://maps.google.com/?cid=16707671972542896104,CORK&SCREW COUNTRY CLUB,106.7979397,-6.2259329,4.6,restaurant,EXPENSIVE,Jakarta Pusat
ChIJ358CqV7xaS4Rw62ejZKJoW0,https://maps.google.com/?cid=7899746483918777795,Legend of Noodle,106.8122201,-6.2329917,4.6,korean_restaurant,MODERATE,Jakarta Pusat
ChIJpXsfd9zxaS4RR0pj7QCPaBc,https://maps.google.com/?cid=1686755294595729991,Mie Gacoan - Bintaro,106.759439,-6.2709182,4.1,restaurant,INEXPENSIVE,Jakarta Selatan
ChIJE8Ap09bxaS4Rcy6Nszaz2r4,https://maps.google.com/?cid=13752501459651210867,Gultik blok M,106.7933587,-6.2438521,4.5,restaurant,INEXPENSIVE,Jakarta Selatan
ChIJP8R3zX_xaS4RW06q1X7uXXc,https://maps.google.com/?cid=8601293091865513563,Winglok Hongkong Dimsum Antasari,106.8089249,-6.2684581,4.6,restaurant,MODERATE,Jakarta Selatan
ChIJVdlean_xaS4R2hUrKOAXfEg,https://maps.google.com/?cid=5223075919356958170,McDonald's Kemang Raya,106.8144371,-6.257539,4.6,fast_food_restaurant,MODERATE,Jakarta Selatan
ChIJ52EUBA3xaS4RXlqT4gTVIgo,https://maps.google.com/?cid=730380306545334878,RAMEN SEIROCK-YA Honten,106.7918347,-6.2473575,4.6,ramen_restaurant,MODERATE,Jakarta Selatan
